Current health expenditure (% of GDP),French Polynesia,PYF,..
Current health expenditure (% of GDP),Gabon,GAB,2.69024062
Current health expenditure (% of GDP),"Gambia, The",GMB,3.19251013
Current health expenditure (% of GDP),Georgia,GEO,8.3153286
Current health expenditure (% of GDP),Germany,DEU,12.90171242
Current health expenditure (% of GDP),Ghana,GHA,3.86030865
Current health expenditure (% of GDP),Gibraltar,GIB,..
Current health expenditure (% of GDP),Greece,GRC,9.18476486
Current health expenditure (% of GDP),Greenland,GRL,..
Current health expenditure (% of GDP),Grenada,GRD,5.34433317
Current health expenditure (% of GDP),Guam,GUM,..
Current health expenditure (% of GDP),Guatemala,GTM,6.97680426
Current health expenditure (% of GDP),Guinea,GIN,3.7175858
Current health expenditure (% of GDP),Guinea-Bissau,GNB,8.16332626
Current health expenditure (% of GDP),Guyana,GUY,4.92369986
Current health expenditure (% of GDP),Haiti,HTI,3.44216156
Current health expenditure (% of GDP),Heavily indebted poor countries (HIPC),HPC,4.937928634
Current health expenditure (% of GDP),High income,HIC,13.1255942
Current health expenditure (% of GDP),Honduras,HND,9.16101742
Current health expenditure (% of GDP),"Hong Kong SAR, China",HKG,..
Current health expenditure (% of GDP),Hungary,HUN,7.38329268
Current health expenditure (% of GDP),IBRD only,IBD,5.697354156
Current health expenditure (% of GDP),Iceland,ISL,9.78697014
Current health expenditure (% of GDP),IDA & IBRD total,IBT,5.590351075
Current health expenditure (% of GDP),IDA blend,IDB,4.016450526
Current health expenditure (% of GDP),IDA only,IDX,4.260467844
Current health expenditure (% of GDP),IDA total,IDA,4.151570478
Current health expenditure (% of GDP),India,IND,3.34680939
Current health expenditure (% of GDP),Indonesia,IDN,3.70634937
Current health expenditure (% of GDP),Iran,IRN,5.77013779
Current health expenditure (% of GDP),Iraq,IRQ,5.25095701
Current health expenditure (% of GDP),Ireland,IRL,6.59614468
Current health expenditure (% of GDP),Isle of Man,IMN,..
Current health expenditure (% of GDP),Israel,ISR,7.67129993
Current health expenditure (% of GDP),Italy,ITA,9.34389782
Current health expenditure (% of GDP),Jamaica,JAM,7.18521214
Current health expenditure (% of GDP),Japan,JPN,11.18996906
Current health expenditure (% of GDP),Jordan,JOR,7.20182657
Current health expenditure (% of GDP),Kazakhstan,KAZ,3.92458963
Current health expenditure (% of GDP),Kenya,KEN,4.56525421
Current health expenditure (% of GDP),Kiribati,KIR,11.65399933
Current health expenditure (% of GDP),North Korea,PRK,..
Current health expenditure (% of GDP),South Korea,KOR,8.95732689
Current health expenditure (% of GDP),Kosovo,XKX,..
Current health expenditure (% of GDP),Kuwait,KWT,5.50187826
Current health expenditure (% of GDP),Kyrgyz Republic,KGZ,5.35275412
Current health expenditure (% of GDP),Lao PDR,LAO,2.74392009
Current health expenditure (% of GDP),Late-demographic dividend,LTE,5.910484932
Current health expenditure (% of GDP),Latin America & Caribbean,LCN,8.233717992
Current health expenditure (% of GDP),Latin America & Caribbean (excluding high income),LAC,8.135353096
Current health expenditure (% of GDP),Latin America & the Caribbean (IDA & IBRD countries),TLA,8.236643342
Current health expenditure (% of GDP),Latvia,LVA,9.10995388
Current health expenditure (% of GDP),Least developed countries: UN classification,LDC,4.018417444
Current health expenditure (% of GDP),Lebanon,LBN,4.85634661
Current health expenditure (% of GDP),Lesotho,LSO,10.81370068
Current health expenditure (% of GDP),Liberia,LBR,13.8384428
Current health expenditure (% of GDP),Libya,LBY,6.21384287
Current health expenditure (% of GDP),Liechtenstein,LIE,..
Current health expenditure (% of GDP),Lithuania,LTU,7.75970221
Current health expenditure (% of GDP),Low & middle income,LMY,5.436701182
Current health expenditure (% of GDP),Low income,LIC,5.808856598
Current health expenditure (% of GDP),Lower middle income,LMC,3.966455013
Current health expenditure (% of GDP),Luxembourg,LUX,5.66065645
Current health expenditure (% of GDP),"Macao SAR, China",MAC,..
Current health expenditure (% of GDP),Madagascar,MDG,3.5045228
Current health expenditure (% of GDP),Malawi,MWI,7.62815809
Current health expenditure (% of GDP),Malaysia,MYS,4.37382412
Current health expenditure (% of GDP),Maldives,MDV,10.09611702
Current health expenditure (% of GDP),Mali,MLI,3.46649742
Current health expenditure (% of GDP),Malta,MLT,10.36362457
Current health expenditure (% of GDP),Marshall Islands,MHL,12.54099083
Current health expenditure (% of GDP),Mauritania,MRT,3.78022528
Current health expenditure (% of GDP),Mauritius,MUS,6.6160841
Current health expenditure (% of GDP),Mexico,MEX,5.89244318
Current health expenditure (% of GDP),"Micronesia, Fed. Sts.",FSM,11.41321754
Current health expenditure (% of GDP),"Middle East, North Africa, Afghanistan & Pakistan",MEA,5.517058513
Current health expenditure (% of GDP),"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,5.071819021
Current health expenditure (% of GDP),"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,5.02064253
Current health expenditure (% of GDP),Middle income,MIC,5.432985715
Current health expenditure (% of GDP),Moldova,MDA,7.7490406
Current health expenditure (% of GDP),Monaco,MCO,3.67252064
Current health expenditure (% of GDP),Mongolia,MNG,7.21042728
Current health expenditure (% of GDP),Montenegro,MNE,10.55253506
Current health expenditure (% of GDP),Morocco,MAR,5.522717
Current health expenditure (% of GDP),Mozambique,MOZ,8.86981869
Current health expenditure (% of GDP),Myanmar,MMR,5.83599281
Current health expenditure (% of GDP),Namibia,NAM,9.33766365
Current health expenditure (% of GDP),Nauru,NRU,12.00061035
Current health expenditure (% of GDP),Nepal,NPL,5.32333136
Current health expenditure (% of GDP),Netherlands,NLD,11.12490749
Current health expenditure (% of GDP),New Caledonia,NCL,..
Current health expenditure (% of GDP),New Zealand,NZL,10.0194025
Current health expenditure (% of GDP),Nicaragua,NIC,9.59249973
Current health expenditure (% of GDP),Niger,NER,5.81452751
Current health expenditure (% of GDP),Nigeria,NGA,4.07625723
Current health expenditure (% of GDP),North America,NAC,17.10612213
Current health expenditure (% of GDP),North Macedonia,MKD,8.5240345
Current health expenditure (% of GDP),Northern Mariana Islands,MNP,..
Current health expenditure (% of GDP),Norway,NOR,9.8142643
Current health expenditure (% of GDP),Not classified,INX,..
Current health expenditure (% of GDP),OECD members,OED,13.38254559
Current health expenditure (% of GDP),Oman,OMN,4.37028217
Current health expenditure (% of GDP),Other small states,OSS,8.093878822
Current health expenditure (% of GDP),Pacific island small states,PSS,7.294171957
Current health expenditure (% of GDP),Pakistan,PAK,2.99015832
Current health expenditure (% of GDP),Palau,PLW,14.62713623
Current health expenditure (% of GDP),Panama,PAN,9.13571072
Current health expenditure (% of GDP),Papua New Guinea,PNG,2.33994722
Current health expenditure (% of GDP),Paraguay,PRY,8.03277016
Current health expenditure (% of GDP),Peru,PER,6.67921352
Current health expenditure (% of GDP),Philippines,PHL,5.97500563
Current health expenditure (% of GDP),Poland,POL,6.43857718
Current health expenditure (% of GDP),Portugal,PRT,11.1236763
Current health expenditure (% of GDP),Post-demographic dividend,PST,13.85793582
Current health expenditure (% of GDP),Pre-demographic dividend,PRE,4.586247782
Current health expenditure (% of GDP),Puerto Rico (US),PRI,..
Current health expenditure (% of GDP),Qatar,QAT,2.8927927
Current health expenditure (% of GDP),Romania,ROU,6.46980715
Current health expenditure (% of GDP),Russia,RUS,6.97584295
Current health expenditure (% of GDP),Rwanda,RWA,7.30378389
Current health expenditure (% of GDP),Samoa,WSM,6.81255674
Current health expenditure (% of GDP),San Marino,SMR,7.51272249
Current health expenditure (% of GDP),Sao Tome and Principe,STP,7.85889721
Current health expenditure (% of GDP),Saudi Arabia,SAU,5.93034029
Current health expenditure (% of GDP),Senegal,SEN,4.44256258
Current health expenditure (% of GDP),Serbia,SRB,10.00950623
Current health expenditure (% of GDP),Seychelles,SYC,5.20266438
Current health expenditure (% of GDP),Sierra Leone,SLE,8.55334377
Current health expenditure (% of GDP),Singapore,SGP,5.16690779
Current health expenditure (% of GDP),Sint Maarten (Dutch part),SXM,..
Current health expenditure (% of GDP),Slovak Republic,SVK,7.75624657
Current health expenditure (% of GDP),Slovenia,SVN,9.48055363
Current health expenditure (% of GDP),Small states,SST,7.667407249
Current health expenditure (% of GDP),Solomon Islands,SLB,4.94758463
Current health expenditure (% of GDP),Somalia,SOM,2.56882048
Current health expenditure (% of GDP),South Africa,ZAF,8.67432785
Current health expenditure (% of GDP),South Asia,SAS,3.282118151
Current health expenditure (% of GDP),South Asia (IDA & IBRD),TSA,3.282118151
Current health expenditure (% of GDP),South Sudan,SSD,6.25598812
Current health expenditure (% of GDP),Spain,ESP,10.30862141
Current health expenditure (% of GDP),Sri Lanka,LKA,4.02830219
Current health expenditure (% of GDP),St. Kitts and Nevis,KNA,6.17941952
Current health expenditure (% of GDP),St. Lucia,LCA,5.67880821
Current health expenditure (% of GDP),St. Martin (French part),MAF,..
Current health expenditure (% of GDP),St. Vincent and the Grenadines,VCT,5.36252117
Current health expenditure (% of GDP),Sub-Saharan Africa,SSF,5.205762752
Current health expenditure (% of GDP),Sub-Saharan Africa (excluding high income),SSA,5.327708905
Current health expenditure (% of GDP),Sub-Saharan Africa (IDA & IBRD countries),TSS,5.205762752
Current health expenditure (% of GDP),Sudan,SDN,2.83127832
Current health expenditure (% of GDP),Suriname,SUR,5.46009398
Current health expenditure (% of GDP),Sweden,SWE,11.10180569
Current health expenditure (% of GDP),Switzerland,CHE,12.00465584
Current health expenditure (% of GDP),Syrian Arab Republic,SYR,4.70613527
Current health expenditure (% of GDP),Tajikistan,TJK,8.37504482
Current health expenditure (% of GDP),Tanzania,TZA,3.47258258
Current health expenditure (% of GDP),Thailand,THA,5.15337038
Current health expenditure (% of GDP),Timor-Leste,TLS,11.43105984
Current health expenditure (% of GDP),Togo,TGO,5.6165967
Current health expenditure (% of GDP),Tonga,TON,7.63286686
Current health expenditure (% of GDP),Trinidad and Tobago,TTO,7.12624598
Current health expenditure (% of GDP),Tunisia,TUN,6.97669458
Current health expenditure (% of GDP),Turkiye,TUR,4.56065559
Current health expenditure (% of GDP),Turkmenistan,TKM,5.49196625
Current health expenditure (% of GDP),Turks and Caicos Islands,TCA,..
Current health expenditure (% of GDP),Tuvalu,TUV,19.54603577
Current health expenditure (% of GDP),Uganda,UGA,5.48128128
Current health expenditure (% of GDP),Ukraine,UKR,8.2027483
Current health expenditure (% of GDP),United Arab Emirates,ARE,5.30494308
Current health expenditure (% of GDP),United Kingdom,GBR,12.01903439
Current health expenditure (% of GDP),United States,USA,17.5063858
Current health expenditure (% of GDP),Upper middle income,UMC,5.801302535
Current health expenditure (% of GDP),Uruguay,URY,8.91666222
Current health expenditure (% of GDP),Uzbekistan,UZB,7.69774151
Current health expenditure (% of GDP),Vanuatu,VUT,4.54704428
Current health expenditure (% of GDP),"Venezuela, RB",VEN,4.10222006
Current health expenditure (% of GDP),Viet Nam,VNM,4.53756857
Current health expenditure (% of GDP),Virgin Islands (U.S.),VIR,..
Current health expenditure (% of GDP),West Bank and Gaza,PSE,10.4347353
Current health expenditure (% of GDP),World,WLD,10.33915556
Current health expenditure (% of GDP),"Yemen, Rep.",YEM,6.17542744
Current health expenditure (% of GDP),Zambia,ZMB,6.63951397
Current health expenditure (% of GDP),Zimbabwe,ZWE,2.78571677
Data from database: World Development Indicators,,,
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Afghanistan,AFG,3.069999933
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Africa Eastern and Southern,AFE,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Africa Western and Central,AFW,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Albania,ALB,18.20293427
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Algeria,DZA,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",American Samoa,ASM,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Andorra,AND,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Angola,AGO,0.126445711
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Antigua and Barbuda,ATG,11.89437008
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Arab World,ARB,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Argentina,ARG,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Armenia,ARM,28.57987595
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Aruba,ABW,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Australia,AUS,35.95999908
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Austria,AUT,16.60509491
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Azerbaijan,AZE,16.24991608
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Bahamas, The",BHS,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Bahrain,BHR,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Bangladesh,BGD,9.789999962
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Barbados,BRB,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Belarus,BLR,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Belgium,BEL,38.53153992
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Belize,BLZ,4.449779987
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Benin,BEN,3.061350107
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Bermuda,BMU,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Bhutan,BTN,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Bolivia,BOL,16.29068565
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Bosnia and Herzegovina,BIH,11.70226192
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Botswana,BWA,8.840554237
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Brazil,BRA,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",British Virgin Islands,VGB,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Brunei Darussalam,BRN,15.91855812
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Bulgaria,BGR,26.26975632
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Burkina Faso,BFA,2.403419971
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Burundi,BDI,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Cabo Verde,CPV,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Cambodia,KHM,4.561629772
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Cameroon,CMR,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Canada,CAN,29.32999992
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Caribbean small states,CSS,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Cayman Islands,CYM,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Central African Republic,CAF,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Central Europe and the Baltics,CEB,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Chad,TCD,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Channel Islands,CHI,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Chile,CHL,19.60660362
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",China,CHN,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Colombia,COL,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Comoros,COM,3.311925173
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Congo, Dem. Rep.",COD,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Congo, Rep.",COG,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Costa Rica,CRI,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Cote d'Ivoire,CIV,4.980000019
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Croatia,HRV,18.95140457
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Cuba,CUB,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Curacao,CUW,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Cyprus,CYP,31.78497505
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Czechia,CZE,22.84799576
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Denmark,DNK,32.45201874
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Djibouti,DJI,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Dominica,DMA,6.837600231
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Dominican Republic,DOM,12.90008163
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Early-demographic dividend,EAR,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",East Asia & Pacific,EAS,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",East Asia & Pacific (excluding high income),EAP,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",East Asia & Pacific (IDA & IBRD countries),TEA,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Ecuador,ECU,12.39999962
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Egypt, Arab Rep.",EGY,0
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",El Salvador,SLV,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Equatorial Guinea,GNQ,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Eritrea,ERI,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Estonia,EST,31.7315712
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Eswatini,SWZ,14.48948574
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Ethiopia,ETH,6.289196491
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Euro area,EMU,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Europe & Central Asia,ECS,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Europe & Central Asia (excluding high income),ECA,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Europe & Central Asia (IDA & IBRD countries),TEC,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",European Union,EUU,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Faroe Islands,FRO,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Fiji,FJI,10.01976967
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Finland,FIN,28.20767784
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Fragile and conflict affected situations,FCS,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",France,FRA,22.93774605
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",French Polynesia,PYF,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Gabon,GAB,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Gambia, The",GMB,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Georgia,GEO,34.20790863
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Germany,DEU,29.04074669
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Ghana,GHA,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Gibraltar,GIB,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Greece,GRC,28.17585754
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Greenland,GRL,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Grenada,GRD,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Guam,GUM,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Guatemala,GTM,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Guinea,GIN,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Guinea-Bissau,GNB,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Guyana,GUY,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Haiti,HTI,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Heavily indebted poor countries (HIPC),HPC,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",High income,HIC,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Honduras,HND,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Hong Kong SAR, China",HKG,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Hungary,HUN,25.81773758
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",IBRD only,IBD,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Iceland,ISL,34.1569252
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",IDA & IBRD total,IBT,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",IDA blend,IDB,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",IDA only,IDX,..
