location,cause,year,val
Brunei Darussalam,Neurological disorders,2019,1009.620191
Brunei Darussalam,Neurological disorders,2020,1013.098996
Brunei Darussalam,Neurological disorders,2021,1009.768502
Brunei Darussalam,Nutritional deficiencies,2017,89.88379296
Brunei Darussalam,Nutritional deficiencies,2018,89.50018612
Brunei Darussalam,Nutritional deficiencies,2019,89.08766118
Brunei Darussalam,Nutritional deficiencies,2020,89.0333146
Brunei Darussalam,Nutritional deficiencies,2021,88.59930974
Brunei Darussalam,Other infectious diseases,2017,129.4387628
Brunei Darussalam,Other infectious diseases,2018,125.0436084
Brunei Darussalam,Other infectious diseases,2019,120.3056088
Brunei Darussalam,Other infectious diseases,2020,111.6710927
Brunei Darussalam,Other infectious diseases,2021,102.3301747
Brunei Darussalam,Other non-communicable diseases,2017,1500.629965
Brunei Darussalam,Other non-communicable diseases,2018,1482.143346
Brunei Darussalam,Other non-communicable diseases,2019,1463.576204
Brunei Darussalam,Other non-communicable diseases,2020,1437.157445
Brunei Darussalam,Other non-communicable diseases,2021,1390.734068
Brunei Darussalam,Respiratory infections and tuberculosis,2017,609.008271
Brunei Darussalam,Respiratory infections and tuberculosis,2018,591.5861679
Brunei Darussalam,Respiratory infections and tuberculosis,2019,582.406481
Brunei Darussalam,Respiratory infections and tuberculosis,2020,644.6203232
Brunei Darussalam,Respiratory infections and tuberculosis,2021,1145.271403
Brunei Darussalam,Self-harm and interpersonal violence,2017,302.1213175
Brunei Darussalam,Self-harm and interpersonal violence,2018,287.5160741
Brunei Darussalam,Self-harm and interpersonal violence,2019,279.7719432
Brunei Darussalam,Self-harm and interpersonal violence,2020,297.3723182
Brunei Darussalam,Self-harm and interpersonal violence,2021,275.9136734
Brunei Darussalam,Sense organ diseases,2017,442.6625027
Brunei Darussalam,Sense organ diseases,2018,451.2508304
Brunei Darussalam,Sense organ diseases,2019,460.193727
Brunei Darussalam,Sense organ diseases,2020,468.7579945
Brunei Darussalam,Sense organ diseases,2021,475.9654144
Brunei Darussalam,Skin and subcutaneous diseases,2017,595.9048703
Brunei Darussalam,Skin and subcutaneous diseases,2018,594.8490612
Brunei Darussalam,Skin and subcutaneous diseases,2019,592.9543989
Brunei Darussalam,Skin and subcutaneous diseases,2020,591.4506363
Brunei Darussalam,Skin and subcutaneous diseases,2021,586.6787957
Brunei Darussalam,Substance use disorders,2017,246.4716219
Brunei Darussalam,Substance use disorders,2018,246.7694858
Brunei Darussalam,Substance use disorders,2019,245.3669719
Brunei Darussalam,Substance use disorders,2020,248.4203557
Brunei Darussalam,Substance use disorders,2021,244.3273959
Brunei Darussalam,Transport injuries,2017,768.8134279
Brunei Darussalam,Transport injuries,2018,751.1546159
Brunei Darussalam,Transport injuries,2019,732.3504138
Brunei Darussalam,Transport injuries,2020,774.8391632
Brunei Darussalam,Transport injuries,2021,723.3422742
Brunei Darussalam,Unintentional injuries,2017,1195.456825
Brunei Darussalam,Unintentional injuries,2018,1187.048377
Brunei Darussalam,Unintentional injuries,2019,1182.385599
Brunei Darussalam,Unintentional injuries,2020,1195.205507
Brunei Darussalam,Unintentional injuries,2021,1161.383663
Bulgaria,Cardiovascular diseases,2017,19783.13489
Bulgaria,Cardiovascular diseases,2018,19827.90265
Bulgaria,Cardiovascular diseases,2019,19640.56739
Bulgaria,Cardiovascular diseases,2020,19903.75894
Bulgaria,Cardiovascular diseases,2021,19749.23224
Bulgaria,Chronic respiratory diseases,2017,987.5500248
Bulgaria,Chronic respiratory diseases,2018,995.6226484
Bulgaria,Chronic respiratory diseases,2019,995.85851
Bulgaria,Chronic respiratory diseases,2020,1008.154022
Bulgaria,Chronic respiratory diseases,2021,998.6596611
Bulgaria,Diabetes and kidney diseases,2017,2430.104003
Bulgaria,Diabetes and kidney diseases,2018,2468.291258
Bulgaria,Diabetes and kidney diseases,2019,2475.711551
Bulgaria,Diabetes and kidney diseases,2020,2548.98369
Bulgaria,Diabetes and kidney diseases,2021,2560.480362
Bulgaria,Digestive diseases,2017,2118.839561
Bulgaria,Digestive diseases,2018,2144.777147
Bulgaria,Digestive diseases,2019,2136.845694
Bulgaria,Digestive diseases,2020,2139.778314
Bulgaria,Digestive diseases,2021,2110.717775
Bulgaria,Enteric infections,2017,42.83757065
Bulgaria,Enteric infections,2018,43.5944788
Bulgaria,Enteric infections,2019,42.04312716
Bulgaria,Enteric infections,2020,40.06624856
Bulgaria,Enteric infections,2021,40.00057652
Bulgaria,HIV/AIDS and sexually transmitted infections,2017,62.7615202
Bulgaria,HIV/AIDS and sexually transmitted infections,2018,56.49226439
Bulgaria,HIV/AIDS and sexually transmitted infections,2019,55.1462724
Bulgaria,HIV/AIDS and sexually transmitted infections,2020,53.25754158
Bulgaria,HIV/AIDS and sexually transmitted infections,2021,51.58458081
Bulgaria,Maternal and neonatal disorders,2017,476.5550797
Bulgaria,Maternal and neonatal disorders,2018,450.5509676
Bulgaria,Maternal and neonatal disorders,2019,432.1422342
Bulgaria,Maternal and neonatal disorders,2020,410.3628074
Bulgaria,Maternal and neonatal disorders,2021,412.8430907
Bulgaria,Mental disorders,2017,1731.06558
Bulgaria,Mental disorders,2018,1734.078803
Bulgaria,Mental disorders,2019,1735.475398
Bulgaria,Mental disorders,2020,1885.429382
Bulgaria,Mental disorders,2021,2055.891997
Bulgaria,Musculoskeletal disorders,2017,3040.10116
Bulgaria,Musculoskeletal disorders,2018,3053.314453
Bulgaria,Musculoskeletal disorders,2019,3066.897813
Bulgaria,Musculoskeletal disorders,2020,3075.132226
Bulgaria,Musculoskeletal disorders,2021,3061.779832
Bulgaria,Neglected tropical diseases and malaria,2017,23.94029842
Bulgaria,Neglected tropical diseases and malaria,2018,23.31427857
Bulgaria,Neglected tropical diseases and malaria,2019,23.06485787
Bulgaria,Neglected tropical diseases and malaria,2020,22.84137521
Bulgaria,Neglected tropical diseases and malaria,2021,22.83247065
Bulgaria,Neoplasms,2017,7953.196949
Bulgaria,Neoplasms,2018,8019.24981
Bulgaria,Neoplasms,2019,7958.240532
Bulgaria,Neoplasms,2020,8033.028361
Bulgaria,Neoplasms,2021,7960.782867
Bulgaria,Neurological disorders,2017,2022.120853
Bulgaria,Neurological disorders,2018,2037.501522
Bulgaria,Neurological disorders,2019,2048.03953
Bulgaria,Neurological disorders,2020,2066.96909
Bulgaria,Neurological disorders,2021,2067.260539
Bulgaria,Nutritional deficiencies,2017,234.9286962
Bulgaria,Nutritional deficiencies,2018,233.1117421
Bulgaria,Nutritional deficiencies,2019,231.4019235
Bulgaria,Nutritional deficiencies,2020,230.549065
Bulgaria,Nutritional deficiencies,2021,231.1361497
Bulgaria,Other infectious diseases,2017,110.9080135
Bulgaria,Other infectious diseases,2018,112.0710976
Bulgaria,Other infectious diseases,2019,110.9888731
Bulgaria,Other infectious diseases,2020,113.7267447
Bulgaria,Other infectious diseases,2021,113.8669451
Bulgaria,Other non-communicable diseases,2017,1357.177194
Bulgaria,Other non-communicable diseases,2018,1359.492698
Bulgaria,Other non-communicable diseases,2019,1352.233789
Bulgaria,Other non-communicable diseases,2020,1336.720823
Bulgaria,Other non-communicable diseases,2021,1333.98021
Bulgaria,Respiratory infections and tuberculosis,2017,824.4513183
Bulgaria,Respiratory infections and tuberculosis,2018,825.3700955
Bulgaria,Respiratory infections and tuberculosis,2019,809.9950985
Bulgaria,Respiratory infections and tuberculosis,2020,5642.015581
Bulgaria,Respiratory infections and tuberculosis,2021,12055.08335
Bulgaria,Self-harm and interpersonal violence,2017,640.6174937
Bulgaria,Self-harm and interpersonal violence,2018,637.731032
Bulgaria,Self-harm and interpersonal violence,2019,631.7982855
Bulgaria,Self-harm and interpersonal violence,2020,606.227259
Bulgaria,Self-harm and interpersonal violence,2021,606.0170418
Bulgaria,Sense organ diseases,2017,1090.632186
Bulgaria,Sense organ diseases,2018,1099.239481
Bulgaria,Sense organ diseases,2019,1108.275423
Bulgaria,Sense organ diseases,2020,1114.330331
Bulgaria,Sense organ diseases,2021,1110.713103
Bulgaria,Skin and subcutaneous diseases,2017,420.8971015
Bulgaria,Skin and subcutaneous diseases,2018,423.3921618
Bulgaria,Skin and subcutaneous diseases,2019,424.4751137
Bulgaria,Skin and subcutaneous diseases,2020,426.6385803
Bulgaria,Skin and subcutaneous diseases,2021,423.8036313
Bulgaria,Substance use disorders,2017,401.7127244
Bulgaria,Substance use disorders,2018,405.1526563
Bulgaria,Substance use disorders,2019,404.6958442
Bulgaria,Substance use disorders,2020,403.0138334
Bulgaria,Substance use disorders,2021,391.6298106
Bulgaria,Transport injuries,2017,667.6396917
Bulgaria,Transport injuries,2018,650.5691758
Bulgaria,Transport injuries,2019,642.9526899
Bulgaria,Transport injuries,2020,605.8645521
Bulgaria,Transport injuries,2021,613.6275424
Bulgaria,Unintentional injuries,2017,2107.859932
Bulgaria,Unintentional injuries,2018,2099.076315
Bulgaria,Unintentional injuries,2019,2086.683248
Bulgaria,Unintentional injuries,2020,2070.284571
Bulgaria,Unintentional injuries,2021,2064.093643
Burkina Faso,Cardiovascular diseases,2017,2924.681625
Burkina Faso,Cardiovascular diseases,2018,2860.573454
Burkina Faso,Cardiovascular diseases,2019,2813.203177
Burkina Faso,Cardiovascular diseases,2020,2757.139612
Burkina Faso,Cardiovascular diseases,2021,2704.827662
Burkina Faso,Chronic respiratory diseases,2017,677.4230071
Burkina Faso,Chronic respiratory diseases,2018,658.5116125
Burkina Faso,Chronic respiratory diseases,2019,645.3015241
Burkina Faso,Chronic respiratory diseases,2020,630.5115192
Burkina Faso,Chronic respiratory diseases,2021,620.46815
Burkina Faso,Diabetes and kidney diseases,2017,1216.581887
Burkina Faso,Diabetes and kidney diseases,2018,1196.958176
Burkina Faso,Diabetes and kidney diseases,2019,1185.382744
Burkina Faso,Diabetes and kidney diseases,2020,1172.467335
Burkina Faso,Diabetes and kidney diseases,2021,1161.755743
Burkina Faso,Digestive diseases,2017,1301.792718
Burkina Faso,Digestive diseases,2018,1259.363162
Burkina Faso,Digestive diseases,2019,1229.751621
Burkina Faso,Digestive diseases,2020,1190.110158
Burkina Faso,Digestive diseases,2021,1159.621057
Burkina Faso,Enteric infections,2017,6980.483207
Burkina Faso,Enteric infections,2018,6452.860298
Burkina Faso,Enteric infections,2019,6077.428814
Burkina Faso,Enteric infections,2020,5653.152623
Burkina Faso,Enteric infections,2021,5378.845974
Burkina Faso,HIV/AIDS and sexually transmitted infections,2017,1296.747773
Burkina Faso,HIV/AIDS and sexually transmitted infections,2018,1154.085221
Burkina Faso,HIV/AIDS and sexually transmitted infections,2019,1051.90609
Burkina Faso,HIV/AIDS and sexually transmitted infections,2020,957.5711243
Burkina Faso,HIV/AIDS and sexually transmitted infections,2021,874.411549
Burkina Faso,Maternal and neonatal disorders,2017,9956.336395
Burkina Faso,Maternal and neonatal disorders,2018,9693.114231
Burkina Faso,Maternal and neonatal disorders,2019,9413.568503
Burkina Faso,Maternal and neonatal disorders,2020,9124.253708
Burkina Faso,Maternal and neonatal disorders,2021,8899.193973
Burkina Faso,Mental disorders,2017,1442.346246
Burkina Faso,Mental disorders,2018,1434.72711
Burkina Faso,Mental disorders,2019,1430.689378
Burkina Faso,Mental disorders,2020,1482.09923
Burkina Faso,Mental disorders,2021,1481.190153
Burkina Faso,Musculoskeletal disorders,2017,984.4056382
Burkina Faso,Musculoskeletal disorders,2018,991.8046107
Burkina Faso,Musculoskeletal disorders,2019,997.297266
Burkina Faso,Musculoskeletal disorders,2020,996.7148604
Burkina Faso,Musculoskeletal disorders,2021,995.9183514
Burkina Faso,Neglected tropical diseases and malaria,2017,11839.07159
Burkina Faso,Neglected tropical diseases and malaria,2018,11980.08954
Burkina Faso,Neglected tropical diseases and malaria,2019,11723.40269
Burkina Faso,Neglected tropical diseases and malaria,2020,13801.70827
Burkina Faso,Neglected tropical diseases and malaria,2021,11878.35904
Burkina Faso,Neoplasms,2017,1514.395403
Burkina Faso,Neoplasms,2018,1473.484129
Burkina Faso,Neoplasms,2019,1450.313818
Burkina Faso,Neoplasms,2020,1424.054111
Burkina Faso,Neoplasms,2021,1406.718483
Burkina Faso,Neurological disorders,2017,987.9876846
Burkina Faso,Neurological disorders,2018,989.3231177
Burkina Faso,Neurological disorders,2019,990.4311015
Burkina Faso,Neurological disorders,2020,984.1003424
Burkina Faso,Neurological disorders,2021,977.7888854
Burkina Faso,Nutritional deficiencies,2017,2642.904039
Burkina Faso,Nutritional deficiencies,2018,2505.233566
Burkina Faso,Nutritional deficiencies,2019,2394.170484
Burkina Faso,Nutritional deficiencies,2020,2263.705222
Burkina Faso,Nutritional deficiencies,2021,2106.458612
Burkina Faso,Other infectious diseases,2017,3016.807731
Burkina Faso,Other infectious diseases,2018,3036.82954
Burkina Faso,Other infectious diseases,2019,2934.113421
Burkina Faso,Other infectious diseases,2020,2769.341786
Burkina Faso,Other infectious diseases,2021,2226.316334
Burkina Faso,Other non-communicable diseases,2017,6039.411126
Burkina Faso,Other non-communicable diseases,2018,5786.395016
Burkina Faso,Other non-communicable diseases,2019,5610.289416
Burkina Faso,Other non-communicable diseases,2020,5399.399667
Burkina Faso,Other non-communicable diseases,2021,5267.258244
Burkina Faso,Respiratory infections and tuberculosis,2017,8859.030637
Burkina Faso,Respiratory infections and tuberculosis,2018,8294.11962
Burkina Faso,Respiratory infections and tuberculosis,2019,7832.554482
Burkina Faso,Respiratory infections and tuberculosis,2020,8457.969119
Burkina Faso,Respiratory infections and tuberculosis,2021,8749.747181
Burkina Faso,Self-harm and interpersonal violence,2017,971.4988656
Burkina Faso,Self-harm and interpersonal violence,2018,1030.685075
Burkina Faso,Self-harm and interpersonal violence,2019,1589.693743
Burkina Faso,Self-harm and interpersonal violence,2020,1266.72176
Burkina Faso,Self-harm and interpersonal violence,2021,1294.741267
Burkina Faso,Sense organ diseases,2017,455.1830684
Burkina Faso,Sense organ diseases,2018,454.8452656
Burkina Faso,Sense organ diseases,2019,454.3994474
Burkina Faso,Sense organ diseases,2020,454.2578616
Burkina Faso,Sense organ diseases,2021,444.5096858
Burkina Faso,Skin and subcutaneous diseases,2017,460.1363602
Burkina Faso,Skin and subcutaneous diseases,2018,458.7584049
Burkina Faso,Skin and subcutaneous diseases,2019,457.8905668
Burkina Faso,Skin and subcutaneous diseases,2020,455.9596863
Burkina Faso,Skin and subcutaneous diseases,2021,455.4667798
Burkina Faso,Substance use disorders,2017,110.2873072
Burkina Faso,Substance use disorders,2018,109.6012499
Burkina Faso,Substance use disorders,2019,109.5910646
Burkina Faso,Substance use disorders,2020,109.6922569
Burkina Faso,Substance use disorders,2021,109.9645929
Burkina Faso,Transport injuries,2017,1686.247391
Burkina Faso,Transport injuries,2018,1563.295422
Burkina Faso,Transport injuries,2019,1513.726263
Burkina Faso,Transport injuries,2020,1449.67968
Burkina Faso,Transport injuries,2021,1413.296963
Burkina Faso,Unintentional injuries,2017,2567.040753
Burkina Faso,Unintentional injuries,2018,2414.911044
Burkina Faso,Unintentional injuries,2019,2306.812079
Burkina Faso,Unintentional injuries,2020,2176.976278
Burkina Faso,Unintentional injuries,2021,2087.020204
Burundi,Cardiovascular diseases,2017,2614.520983
Burundi,Cardiovascular diseases,2018,2598.83097
Burundi,Cardiovascular diseases,2019,2586.27317
Burundi,Cardiovascular diseases,2020,2576.042436
Burundi,Cardiovascular diseases,2021,2576.969613
Burundi,Chronic respiratory diseases,2017,830.017643
Burundi,Chronic respiratory diseases,2018,815.953959
Burundi,Chronic respiratory diseases,2019,805.9040968
Burundi,Chronic respiratory diseases,2020,796.2331796
Burundi,Chronic respiratory diseases,2021,788.8990773
Burundi,Diabetes and kidney diseases,2017,942.0157396
Burundi,Diabetes and kidney diseases,2018,939.084201
Burundi,Diabetes and kidney diseases,2019,940.0480743
Burundi,Diabetes and kidney diseases,2020,940.0292621
Burundi,Diabetes and kidney diseases,2021,943.7215705
Burundi,Digestive diseases,2017,1250.877408
Burundi,Digestive diseases,2018,1239.394966
Burundi,Digestive diseases,2019,1238.352953
Burundi,Digestive diseases,2020,1228.018105
Burundi,Digestive diseases,2021,1222.29312
Burundi,Enteric infections,2017,3238.493336
Burundi,Enteric infections,2018,2998.943796
Burundi,Enteric infections,2019,2830.138031
Burundi,Enteric infections,2020,2680.552571
Burundi,Enteric infections,2021,2557.942327
Burundi,HIV/AIDS and sexually transmitted infections,2017,1481.534992
Burundi,HIV/AIDS and sexually transmitted infections,2018,1254.683777
Burundi,HIV/AIDS and sexually transmitted infections,2019,1115.287112
Burundi,HIV/AIDS and sexually transmitted infections,2020,1026.088642
Burundi,HIV/AIDS and sexually transmitted infections,2021,920.4578372
Burundi,Maternal and neonatal disorders,2017,8864.52262
Burundi,Maternal and neonatal disorders,2018,8400.962684
Burundi,Maternal and neonatal disorders,2019,8038.830491
Burundi,Maternal and neonatal disorders,2020,7608.843502
Burundi,Maternal and neonatal disorders,2021,7249.931264
Burundi,Mental disorders,2017,1542.247453
Burundi,Mental disorders,2018,1550.025856
Burundi,Mental disorders,2019,1557.327706
Burundi,Mental disorders,2020,1674.410758
Burundi,Mental disorders,2021,1735.330224
Burundi,Musculoskeletal disorders,2017,852.4020745
Burundi,Musculoskeletal disorders,2018,856.0574996
Burundi,Musculoskeletal disorders,2019,857.8009544
Burundi,Musculoskeletal disorders,2020,861.7426363
Burundi,Musculoskeletal disorders,2021,863.09196
Burundi,Neglected tropical diseases and malaria,2017,7385.956428
Burundi,Neglected tropical diseases and malaria,2018,8135.360692
Burundi,Neglected tropical diseases and malaria,2019,7853.91515
Burundi,Neglected tropical diseases and malaria,2020,8900.211934
Burundi,Neglected tropical diseases and malaria,2021,8819.627514
Burundi,Neoplasms,2017,1506.624518
Burundi,Neoplasms,2018,1492.081761
Burundi,Neoplasms,2019,1484.586041
Burundi,Neoplasms,2020,1470.640549
Burundi,Neoplasms,2021,1464.498591
Burundi,Neurological disorders,2017,890.5101494
Burundi,Neurological disorders,2018,880.616065
Burundi,Neurological disorders,2019,876.9259895
Burundi,Neurological disorders,2020,875.3245068
Burundi,Neurological disorders,2021,871.4808094
Burundi,Nutritional deficiencies,2017,1777.444245
Burundi,Nutritional deficiencies,2018,1624.422296
Burundi,Nutritional deficiencies,2019,1510.008729
Burundi,Nutritional deficiencies,2020,1409.214258
Burundi,Nutritional deficiencies,2021,1332.324022
Burundi,Other infectious diseases,2017,2253.360922
Burundi,Other infectious diseases,2018,1510.909822
Burundi,Other infectious diseases,2019,1372.040875
Burundi,Other infectious diseases,2020,1264.579004
Burundi,Other infectious diseases,2021,1314.327503
Burundi,Other non-communicable diseases,2017,3084.99143
Burundi,Other non-communicable diseases,2018,2893.823018
Burundi,Other non-communicable diseases,2019,2774.871214
Burundi,Other non-communicable diseases,2020,2639.986662
Burundi,Other non-communicable diseases,2021,2537.603242
Burundi,Respiratory infections and tuberculosis,2017,6133.038968
Burundi,Respiratory infections and tuberculosis,2018,5711.62423
Burundi,Respiratory infections and tuberculosis,2019,5394.716626
Burundi,Respiratory infections and tuberculosis,2020,5705.621094
Burundi,Respiratory infections and tuberculosis,2021,6552.645346
Burundi,Self-harm and interpersonal violence,2017,1368.491105
Burundi,Self-harm and interpersonal violence,2018,1349.354473
Burundi,Self-harm and interpersonal violence,2019,1277.202388
Burundi,Self-harm and interpersonal violence,2020,1271.929962
Burundi,Self-harm and interpersonal violence,2021,1152.157785
Burundi,Sense organ diseases,2017,458.7137034
Burundi,Sense organ diseases,2018,460.2556106
Burundi,Sense organ diseases,2019,460.4194029
Burundi,Sense organ diseases,2020,461.6063228
Burundi,Sense organ diseases,2021,482.4897084
Burundi,Skin and subcutaneous diseases,2017,559.9705041
Burundi,Skin and subcutaneous diseases,2018,556.6950969
Burundi,Skin and subcutaneous diseases,2019,554.7477792
Burundi,Skin and subcutaneous diseases,2020,551.8574783
Burundi,Skin and subcutaneous diseases,2021,551.3025077
Burundi,Substance use disorders,2017,192.971162
Burundi,Substance use disorders,2018,193.9998112
Burundi,Substance use disorders,2019,195.8613622
Burundi,Substance use disorders,2020,195.4216442
Burundi,Substance use disorders,2021,197.4970512
Burundi,Transport injuries,2017,1107.158152
Burundi,Transport injuries,2018,1067.599946
Burundi,Transport injuries,2019,1045.15339
Burundi,Transport injuries,2020,1026.236263
Burundi,Transport injuries,2021,1013.223366
Burundi,Unintentional injuries,2017,1765.844665
Burundi,Unintentional injuries,2018,1670.713872
Burundi,Unintentional injuries,2019,1637.617541
Burundi,Unintentional injuries,2020,1535.670756
Burundi,Unintentional injuries,2021,1495.385515
Côte d'Ivoire,Cardiovascular diseases,2017,3342.414663
Côte d'Ivoire,Cardiovascular diseases,2018,3282.49809
Côte d'Ivoire,Cardiovascular diseases,2019,3196.423879
Côte d'Ivoire,Cardiovascular diseases,2020,3174.055464
Côte d'Ivoire,Cardiovascular diseases,2021,3143.643339
Côte d'Ivoire,Chronic respiratory diseases,2017,640.695427
Côte d'Ivoire,Chronic respiratory diseases,2018,628.7153845
Côte d'Ivoire,Chronic respiratory diseases,2019,614.2729849
Côte d'Ivoire,Chronic respiratory diseases,2020,609.865938
Côte d'Ivoire,Chronic respiratory diseases,2021,607.2491025
Côte d'Ivoire,Diabetes and kidney diseases,2017,1215.249594
Côte d'Ivoire,Diabetes and kidney diseases,2018,1206.886406
Côte d'Ivoire,Diabetes and kidney diseases,2019,1192.521282
Côte d'Ivoire,Diabetes and kidney diseases,2020,1199.548279
Côte d'Ivoire,Diabetes and kidney diseases,2021,1202.354552
Côte d'Ivoire,Digestive diseases,2017,1282.521571
Côte d'Ivoire,Digestive diseases,2018,1240.892516
Côte d'Ivoire,Digestive diseases,2019,1194.040527
Côte d'Ivoire,Digestive diseases,2020,1171.807863
Côte d'Ivoire,Digestive diseases,2021,1148.93387
Côte d'Ivoire,Enteric infections,2017,3431.455526
Côte d'Ivoire,Enteric infections,2018,3062.905183
Côte d'Ivoire,Enteric infections,2019,2774.065835
Côte d'Ivoire,Enteric infections,2020,2527.765519
Côte d'Ivoire,Enteric infections,2021,2353.10678
Côte d'Ivoire,HIV/AIDS and sexually transmitted infections,2017,4150.241748
Côte d'Ivoire,HIV/AIDS and sexually transmitted infections,2018,3719.365589
Côte d'Ivoire,HIV/AIDS and sexually transmitted infections,2019,3343.09159
Côte d'Ivoire,HIV/AIDS and sexually transmitted infections,2020,2931.016386
Côte d'Ivoire,HIV/AIDS and sexually transmitted infections,2021,2553.880684
Côte d'Ivoire,Maternal and neonatal disorders,2017,10255.44653
Côte d'Ivoire,Maternal and neonatal disorders,2018,9818.61591
Côte d'Ivoire,Maternal and neonatal disorders,2019,9348.762171
Côte d'Ivoire,Maternal and neonatal disorders,2020,8853.846956
Côte d'Ivoire,Maternal and neonatal disorders,2021,8506.114239
Côte d'Ivoire,Mental disorders,2017,1423.960728
Côte d'Ivoire,Mental disorders,2018,1429.60949
Côte d'Ivoire,Mental disorders,2019,1435.291917
Côte d'Ivoire,Mental disorders,2020,1495.404943
Côte d'Ivoire,Mental disorders,2021,1488.728581
Côte d'Ivoire,Musculoskeletal disorders,2017,1077.77461
Côte d'Ivoire,Musculoskeletal disorders,2018,1082.175666
Côte d'Ivoire,Musculoskeletal disorders,2019,1087.845923
Côte d'Ivoire,Musculoskeletal disorders,2020,1093.029423
Côte d'Ivoire,Musculoskeletal disorders,2021,1099.296689
Côte d'Ivoire,Neglected tropical diseases and malaria,2017,7107.12375
Côte d'Ivoire,Neglected tropical diseases and malaria,2018,7109.134971
Côte d'Ivoire,Neglected tropical diseases and malaria,2019,7613.178846
Côte d'Ivoire,Neglected tropical diseases and malaria,2020,7833.090516
Côte d'Ivoire,Neglected tropical diseases and malaria,2021,7386.409361
Côte d'Ivoire,Neoplasms,2017,1014.432751
Côte d'Ivoire,Neoplasms,2018,997.043812
Côte d'Ivoire,Neoplasms,2019,974.8910333
Côte d'Ivoire,Neoplasms,2020,977.0338217
Côte d'Ivoire,Neoplasms,2021,976.5029356
Côte d'Ivoire,Neurological disorders,2017,1041.279284
Côte d'Ivoire,Neurological disorders,2018,1041.693129
Côte d'Ivoire,Neurological disorders,2019,1039.589337
Côte d'Ivoire,Neurological disorders,2020,1044.03096
Côte d'Ivoire,Neurological disorders,2021,1047.462812
Côte d'Ivoire,Nutritional deficiencies,2017,1136.455021
Côte d'Ivoire,Nutritional deficiencies,2018,1074.852128
Côte d'Ivoire,Nutritional deficiencies,2019,1022.357382
Côte d'Ivoire,Nutritional deficiencies,2020,978.8013341
Côte d'Ivoire,Nutritional deficiencies,2021,950.1139495
Côte d'Ivoire,Other infectious diseases,2017,2148.431096
Côte d'Ivoire,Other infectious diseases,2018,2180.085344
Côte d'Ivoire,Other infectious diseases,2019,1630.5718
Côte d'Ivoire,Other infectious diseases,2020,1623.748356
Côte d'Ivoire,Other infectious diseases,2021,1268.837538
Côte d'Ivoire,Other non-communicable diseases,2017,3672.304857
Côte d'Ivoire,Other non-communicable diseases,2018,3511.422912
Côte d'Ivoire,Other non-communicable diseases,2019,3363.006582
Côte d'Ivoire,Other non-communicable diseases,2020,3230.620128
Côte d'Ivoire,Other non-communicable diseases,2021,3142.077606
Côte d'Ivoire,Respiratory infections and tuberculosis,2017,6306.350017
Côte d'Ivoire,Respiratory infections and tuberculosis,2018,5740.499103
Côte d'Ivoire,Respiratory infections and tuberculosis,2019,5249.586724
Côte d'Ivoire,Respiratory infections and tuberculosis,2020,6570.132644
Côte d'Ivoire,Respiratory infections and tuberculosis,2021,6154.126658
Côte d'Ivoire,Self-harm and interpersonal violence,2017,968.1712512
Côte d'Ivoire,Self-harm and interpersonal violence,2018,925.655099
Côte d'Ivoire,Self-harm and interpersonal violence,2019,1005.794852
Côte d'Ivoire,Self-harm and interpersonal violence,2020,890.0746918
Côte d'Ivoire,Self-harm and interpersonal violence,2021,861.5357828
Côte d'Ivoire,Sense organ diseases,2017,493.6429901
Côte d'Ivoire,Sense organ diseases,2018,495.2817093
Côte d'Ivoire,Sense organ diseases,2019,497.968767
Côte d'Ivoire,Sense organ diseases,2020,502.0262611
Côte d'Ivoire,Sense organ diseases,2021,495.6673612
Côte d'Ivoire,Skin and subcutaneous diseases,2017,414.1431235
Côte d'Ivoire,Skin and subcutaneous diseases,2018,413.8715831
Côte d'Ivoire,Skin and subcutaneous diseases,2019,414.6181111
Côte d'Ivoire,Skin and subcutaneous diseases,2020,420.1117967
Côte d'Ivoire,Skin and subcutaneous diseases,2021,420.9174132
Côte d'Ivoire,Substance use disorders,2017,123.4472806
Côte d'Ivoire,Substance use disorders,2018,122.8505594
Côte d'Ivoire,Substance use disorders,2019,121.6317601
Côte d'Ivoire,Substance use disorders,2020,122.1769162
Côte d'Ivoire,Substance use disorders,2021,122.5022377
Côte d'Ivoire,Transport injuries,2017,996.1464429
Côte d'Ivoire,Transport injuries,2018,937.9670883
Côte d'Ivoire,Transport injuries,2019,890.6222129
Côte d'Ivoire,Transport injuries,2020,865.2689698
Côte d'Ivoire,Transport injuries,2021,849.3798082
Côte d'Ivoire,Unintentional injuries,2017,1812.704227
Côte d'Ivoire,Unintentional injuries,2018,1697.249869
Côte d'Ivoire,Unintentional injuries,2019,1592.277929
Côte d'Ivoire,Unintentional injuries,2020,1518.226904
Côte d'Ivoire,Unintentional injuries,2021,1458.379383
Cabo Verde,Cardiovascular diseases,2017,3944.063917
Cabo Verde,Cardiovascular diseases,2018,4481.171271
Cabo Verde,Cardiovascular diseases,2019,4459.088325
Cabo Verde,Cardiovascular diseases,2020,4454.481268
Cabo Verde,Cardiovascular diseases,2021,4452.921088
Cabo Verde,Chronic respiratory diseases,2017,511.6862755
Cabo Verde,Chronic respiratory diseases,2018,554.8878058
Cabo Verde,Chronic respiratory diseases,2019,549.4711935
Cabo Verde,Chronic respiratory diseases,2020,548.2342066
Cabo Verde,Chronic respiratory diseases,2021,548.9349905
